# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.1b2 (February 2015); http://hmmer.org/
# Copyright (C) 2015 Howard Hughes Medical Institute.
# Freely distributed under the GNU General Public License (GPLv3).
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  /home/arjen/16/PGCleanTarget/Train2/Training/Hmmr-Build/hmm_preGroup_1.txt
# target sequence database:        /home/arjen/16/PGCleanTarget/Train2/TrSeqFile
# show alignments in output:       no
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       Mafft_preGroup_1  [M=426]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence Description
   1 !  198.5   0.7   1.5e-60   1.5e-60      86     419 ..      79     431 ..      41     435 .] 0.84

>> Q4WCZ8_2  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  196.1  12.4   8.3e-60   8.3e-60      60     414 ..      55     427 ..      44     432 .] 0.84

>> Q0CGP0_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  195.2   7.1   1.5e-59   1.5e-59      60     419 ..      55     432 ..       4     434 .] 0.84

>> Q9UUZ2_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  194.6  10.0   2.3e-59   2.3e-59      42     412 ..      23     395 ..      10     405 .. 0.85

>> Q0C7H7_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  194.5   1.6   2.6e-59   2.6e-59      65     420 ..      61     432 ..       2     435 .] 0.80

>> A1DAX2_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  193.0   1.9   7.4e-59   7.4e-59      86     420 ..      80     433 ..      62     439 .. 0.85

>> Q5ASG9_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  192.4   6.1   1.1e-58   1.1e-58      58     419 ..      53     432 ..       8     434 .] 0.84

>> B0YAA4_2  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  192.9   1.1   7.9e-59   7.9e-59      75     422 ..      72     435 ..       3     439 .. 0.82

>> Q4WBK6_2  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  192.9   1.1   7.9e-59   7.9e-59      75     422 ..      72     435 ..       3     439 .. 0.82

>> Q27UB2_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  191.5   3.8   2.1e-58   2.1e-58      63     414 ..      53     427 ..       3     434 .] 0.79

>> A2QK83_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  189.9  10.0   6.3e-58   6.3e-58      51     412 ..      32     395 ..      13     405 .. 0.85

>> Q873X6_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  189.8   0.2   6.8e-58   6.8e-58      85     419 ..      84     437 ..       3     440 .] 0.82

>> I1BYN5_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !    8.2   0.1    0.0086    0.0086      65     138 ..      38     107 ..      17     114 .. 0.76
   2 !  183.4  19.4   5.8e-56   5.8e-56     182     419 ..     128     372 .]     115     372 .] 0.90

>> B8NG16_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  185.8   8.5   1.1e-56   1.1e-56      60     419 ..      53     430 ..      37     433 .] 0.82

>> A1DBT5_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  179.7   8.5   7.6e-55   7.6e-55      59     413 ..      40     396 ..      12     405 .. 0.85

>> B0Y9F8_2  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  179.5   8.4   9.2e-55   9.2e-55      59     412 ..      40     395 ..      14     405 .. 0.85

>> Q5B7U1_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  179.3   8.0     1e-54     1e-54      60     385 ..      35     365 ..      21     396 .. 0.85

>> B8NPS8_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  179.2  10.3   1.1e-54   1.1e-54      60     410 ..      41     393 ..      16     405 .. 0.85

>> Q4WBT4_2  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  178.5   7.4   1.8e-54   1.8e-54      59     412 ..      40     395 ..      14     405 .. 0.85

>> Q2UBD8_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  177.4  10.3   3.8e-54   3.8e-54      60     410 ..      41     393 ..      16     405 .. 0.85

>> P26215_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  169.9  22.5   7.1e-52   7.1e-52      63     410 ..      28     360 ..      19     364 .] 0.86

>> Q0CMU3_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  166.8  17.0   6.6e-51   6.6e-51      70     410 ..      40     363 ..      15     368 .] 0.85

>> Q5ARN5_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  161.9   4.3     2e-49     2e-49     140     409 ..     148     434 ..      82     445 .. 0.85

>> Q9P4W4_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  163.4  12.7   7.1e-50   7.1e-50      70     411 ..      40     365 ..      18     370 .] 0.85

>> Q2UHL4_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  161.4  19.6   2.8e-49   2.8e-49      58     409 ..      27     361 ..      13     367 .] 0.87

>> Q8NK99_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  160.1  15.2     7e-49     7e-49      73     411 ..      38     365 ..      24     370 .] 0.85

>> Q2EQQ2_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  158.3   0.1   2.4e-48   2.4e-48      63     410 ..      39     430 ..      25     438 .] 0.84

>> Q5AYH4_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  158.5  13.6   2.2e-48   2.2e-48      27     397 ..     129     502 ..      84     509 .. 0.83

>> Q2UP32_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  158.2   0.4   2.6e-48   2.6e-48      72     410 ..      46     431 ..      26     437 .] 0.82

>> A2QBB4_2  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  157.9   0.1   3.2e-48   3.2e-48      63     411 ..      39     431 ..      18     438 .] 0.84

>> A2QG68_2  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  156.6  11.5   7.9e-48   7.9e-48      62     419 ..      40     416 ..      13     423 .. 0.86

>> O93883_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  155.5  16.8   1.8e-47   1.8e-47      72     409 ..      47     370 ..      34     376 .] 0.83

>> Q9P4W2_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  154.6  16.2   3.3e-47   3.3e-47      40     397 ..     121     483 ..      25     491 .. 0.84

>> Q9P358_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  154.3  15.2   4.1e-47   4.1e-47      73     411 ..      38     365 ..      24     370 .] 0.85

>> A1DBR6_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  153.7  13.9   6.1e-47   6.1e-47      39     400 ..     102     461 ..      29     471 .. 0.81

>> O42824_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  153.6  17.2   6.7e-47   6.7e-47      60     411 ..      32     368 ..      13     371 .] 0.84

>> Q5B508_2  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  153.5  17.5   7.1e-47   7.1e-47      69     411 ..      33     361 ..      15     364 .] 0.87

>> P26213_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  152.0  14.6   1.9e-46   1.9e-46      80     410 ..      50     364 ..      14     368 .] 0.81

>> Q2UT29_2  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  152.1  15.3   1.8e-46   1.8e-46      26     399 ..     103     482 ..      36     489 .. 0.84

>> B8MW78_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  151.8  15.5   2.2e-46   2.2e-46      26     399 ..     103     482 ..      36     489 .. 0.84

>> B0XYC4_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  149.5   6.2   1.2e-45   1.2e-45      55     420 ..      36     419 ..      21     437 .. 0.81

>> Q4WX94_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  149.4   7.2   1.3e-45   1.3e-45      55     420 ..      36     419 ..      21     437 .. 0.81

>> P41750_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  150.5  17.0   5.8e-46   5.8e-46      57     409 ..      26     360 ..      12     366 .] 0.87

>> Q70HJ4_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  149.3  20.6   1.3e-45   1.3e-45      48     410 ..      18     365 ..       9     369 .] 0.81

>> P47180_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  149.4  19.1   1.3e-45   1.3e-45      76     378 ..      37     329 ..      12     348 .. 0.84

>> Q9Y718_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  148.5  14.1   2.3e-45   2.3e-45      49     385 ..      18     341 ..       9     366 .. 0.85

>> B8N7Z8_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  147.7  17.5   3.9e-45   3.9e-45      62     410 ..      28     359 ..       4     363 .] 0.88

>> P41749_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  147.3  18.4   5.4e-45   5.4e-45      62     410 ..      28     359 ..       4     363 .] 0.88

>> Q9P359_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  147.1  16.1   5.9e-45   5.9e-45      63     410 ..      28     357 ..      14     362 .] 0.87

>> P49575_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  146.8  16.3   7.6e-45   7.6e-45      63     410 ..      29     359 ..      19     363 .] 0.88

>> P35335_2  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  146.6  18.6   8.9e-45   8.9e-45      63     411 ..      29     360 ..       4     363 .] 0.88

>> Q8NK98_2  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  145.9  15.9   1.4e-44   1.4e-44      63     409 ..      28     356 ..      14     362 .] 0.86

>> A2QBB6_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  145.4  17.8   2.1e-44   2.1e-44     141     411 ..     111     374 ..      41     378 .] 0.90

>> Q12708_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  145.6  12.8   1.8e-44   1.8e-44      80     379 ..      64     352 ..      17     375 .. 0.82

>> O42809_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  145.6  16.4   1.7e-44   1.7e-44     141     411 ..     111     374 ..      98     378 .] 0.90

>> Q9Y833_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  145.1  12.9   2.5e-44   2.5e-44     129     411 ..      98     376 ..      21     380 .] 0.82

>> O59925_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  144.8  21.6   3.1e-44   3.1e-44      71     409 ..      48     373 ..      37     378 .] 0.84

>> A1D415_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  142.1   5.6     2e-43     2e-43      56     407 ..      35     410 ..      20     422 .. 0.81

>> A1D7I1_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  143.2   8.5   9.4e-44   9.4e-44      46     420 ..      28     419 ..      13     436 .. 0.80

>> Q00446_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  144.0  13.9   5.3e-44   5.3e-44      79     409 ..      42     355 ..      17     363 .] 0.84

>> Q1HAY5_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  143.9  16.3   5.8e-44   5.8e-44      71     411 ..      34     357 ..      22     362 .] 0.87

>> A1CVV8_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  143.4  16.7   8.2e-44   8.2e-44     147     411 ..     108     365 ..      29     368 .] 0.82

>> A2RAY7_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  140.2   9.7   7.4e-43   7.4e-43      58     408 ..      32     411 ..      16     422 .. 0.79

>> A1CIV8_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  143.3  17.6   8.7e-44   8.7e-44      55     410 ..      25     364 ..      13     368 .] 0.82

>> Q4WQT2_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  143.1  17.1     1e-43     1e-43     147     410 ..     108     364 ..      24     368 .] 0.82

>> Q9Y834_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  143.2  16.8   9.4e-44   9.4e-44      57     410 ..      28     366 ..       7     370 .] 0.85

>> Q9P4W3_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  142.5  17.6   1.5e-43   1.5e-43      71     411 ..      34     357 ..      23     362 .] 0.87

>> P19805_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  142.4  14.7   1.7e-43   1.7e-43      66     409 ..      31     356 ..       9     362 .] 0.86

>> Q27UB0_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  138.8  11.6     2e-42     2e-42      45     409 ..      26     418 ..      12     435 .. 0.81

>> P26214_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  140.9  16.6   4.7e-43   4.7e-43      63     409 ..      28     356 ..      15     362 .] 0.86

>> Q5ATQ3_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  140.2  14.2   7.4e-43   7.4e-43      80     412 ..      57     375 ..      32     380 .] 0.80

>> A1DAQ2_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  140.2  18.0   7.6e-43   7.6e-43      72     410 ..      39     359 ..      21     364 .] 0.84

>> Q4WR80_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  138.2  15.0   3.1e-42   3.1e-42      68     411 ..      44     374 ..      31     378 .] 0.82

>> B0YAH0_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  137.8  16.6   4.1e-42   4.1e-42      68     410 ..      36     359 ..      16     364 .] 0.84

>> Q4WBE1_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  137.7  16.8   4.4e-42   4.4e-42      68     410 ..      36     359 ..      16     364 .] 0.84

>> Q07181_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  137.2  22.3   6.1e-42   6.1e-42      80     394 ..      42     356 ..      31     371 .. 0.85

>> Q0CXI3_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  132.6   2.8   1.5e-40   1.5e-40      61     379 ..      31     355 ..      26     370 .. 0.81
   2 ?    5.7   0.1      0.05      0.05     370     414 ..     370     413 ..     361     424 .. 0.80

>> O74213_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  136.7  21.0   8.7e-42   8.7e-42     141     411 ..     111     375 ..      88     378 .] 0.88

>> A1D145_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  131.5  18.5   3.4e-40   3.4e-40      68     411 ..      44     374 ..      34     378 .] 0.81

>> Q2UQ40_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  124.9   9.5   3.3e-38   3.3e-38      64     410 ..      43     398 ..      35     433 .. 0.77

>> Q70HJ3_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  127.9  11.3   4.1e-39   4.1e-39     141     410 ..     113     378 ..      42     383 .. 0.88

>> Q12554_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  127.1  12.2   7.2e-39   7.2e-39     141     394 ..     112     364 ..     100     381 .. 0.86

>> A2QL39_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  126.3  13.3   1.2e-38   1.2e-38     141     394 ..     113     365 ..      54     382 .. 0.87

>> Q4WV23_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  126.1   2.2   1.4e-38   1.4e-38      44     411 ..      33     377 ..       5     405 .. 0.84

>> B0Y0Q3_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  125.8   2.5   1.8e-38   1.8e-38      44     411 ..      33     377 ..       5     404 .. 0.84

>> Q5ARE6_2  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  125.6   5.2     2e-38     2e-38      44     413 ..      29     385 ..      14     397 .. 0.85

>> Q2TWN8_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  125.6   0.5     2e-38     2e-38      44     412 ..      33     380 ..       4     403 .. 0.83

>> A1DED1_1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  122.5   2.5   1.8e-37   1.8e-37      44     411 ..      33     377 ..       5     403 .. 0.84

>> A2QYE5_1  
